ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS,,,
834,352966.05,7400709.84,355030874000089,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TIDE SETUBAL-HOSP,"JOSE GUILHERME EIRAS,DR,R,123",S M PAULISTA,69568045.000000,8010220,2080583.000000,1,Municipal,33,HOSPITAL GERAL,7,HOSPITAL,181,,,
837,358182.95,7401303.36,355030836000109,3550308005250,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,GERAL ITAIM PAULISTA-HOSP,"MARECHAL TITO,AV,6035",ITAIM PAULISTA,69636300.000000,8115100,2077620.000000,2,Estadual,33,HOSPITAL GERAL,7,HOSPITAL,307,,,
838,324999.08,7383407.13,355030871000065,3550308005174,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO- LABORATORIO II,"PAULA CRUZ,R,71",JD. DOM BOSCO,55487967.000000,4757120,2091674,1,Municipal,35,LABORATORIO,2,APOIO DIAGNOSTICO,0,,,
839,324166.96,7395918.40,355030802000062,3550308005106,2,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,LAPA-LABORATORIO MUNICIPAL,"QUEIROZ FILHO, AV,313",PQ. DA LAPA,30212171.000000,5319000,2752085.000000,1,Municipal,35,LABORATORIO,2,APOIO DIAGNOSTICO,0,,,
840,326948.38,7401193.51,355030829000013,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,N SRA DO O-LABORATORIO MUNICIPAL,"ITABERABA,AV,1377",FREGUESIA DO  O,39750698.000000,2734000,2027089.000000,1,Municipal,35,LABORATORIO,2,APOIO DIAGNOSTICO,0,,,
841,332060.24,7385924.20,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,JABAQUARA-LABORATORIO LOCAL,"CECI,AV,2235",PLANALTO PTA,55810764.000000,4065004,2091534,2,Estadual,35,LABORATORIO,2,APOIO DIAGNOSTICO,0,,,
842,331319.43,7396607.03,355030869000001,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,STA CECILIA - LABORATORIO,"VITORINO CARMILLO,R,599",CAMPOS ELISEOS,36675817.000000,1153000,2068990,2,Estadual,35,LABORATORIO,2,APOIO DIAGNOSTICO,0,,,
843,335865.51,7390436.51,355030834000009,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,REGIAO SUDESTE -LABORATORIO MUNICIPAL,"MARCHETTI , PE,R, 557",IPIRANGA,61618379.000000,4606000,2027097.000000,1,Municipal,35,LABORATORIO,2,APOIO DIAGNOSTICO,0,,,
844,338051.94,7398637.07,355030889000164,3550308005033,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,TUCURUVI- LABORATORIO LOCAL,"GUILHERME COTCHING,AV,1800",V MARIA,69670966.000000,2113012,2077949,2,Estadual,35,LABORATORIO,2,APOIO DIAGNOSTICO,0,,,
845,352278.17,7399279.22,355030887000107,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,S MIGUEL PAULISTA-LABORATORIO  II,"MARIA SANTANA, AV. 101",JD STA MARIA,61537257.000000,,2091771,2,Estadual,35,LABORATORIO,2,APOIO DIAGNOSTICO,0,,,
846,324091.27,7363509.69,355030855000022,3550308005301,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS-AMA,"MARIO TRAPE,R,100",JD. NOVO PARELHEIROS,59208860.000000,4890430,6135927.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
847,324091.27,7363509.69,355030855000022,3550308005301,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS-UBS,"MARIO TRAPE,R,100",JD. NOVO PARELHEIROS,59208860.000000,4890430,4050150.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
848,317427.79,7382986.78,355030819000295,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD MACEDONIA-PA,"LOUIS BOLOGNE,R,133",JD. MACEDONIA,58211147.000000,5894350.000000,4049918.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0,,,
849,349052.92,7388085.81,355030873000205,3550308005206,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATEUS II-PA,"JOAO BALAN,MTO,R,88",CIDADE SAO MATEUS,69196018.000000,3963030,2075423.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0,,,
850,357372.24,7388963.06,355030825000299,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,"GLORIA R S BONFIM,DRA-PA","METALURGICOS,DOS,AV,2820",CIDADE TIRADENTES,62820502.000000,8471000,2069040.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0,,,
851,357469.81,7399517.74,355030836000100,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,"ATUALPA GIRAO RABELO,DR-PA","ILHA DO ARVOREDO,R,10",V  MORGADOURO,69631436.000000,8140270,2040727.000000,1,Municipal,38,PRONTO ATENDIMENTO,6,URGENCIA/ EMERGENCIA,0,,,
852,357469.81,7399517.74,355030836000100,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,"ATUALPA GIRAO RABELO,DR-UBS","ILHA DO ARVOREDO,R,10",V  MORGADOURO,69631436.000000,8140270,6269567.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
853,324389.90,7369974.29,355030855000011,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,BALNEARIO SAO JOSE-PS,"GASPAR LEME,R.,S/N",BALNEARIO SAO JOSE,59797173.000000,4864050,2752093.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
854,327692.94,7372553.90,355030830000098,3550308005284,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MARIA ANTONIETA FERREIRA DE BARROS,D-AMA","ANTONIO FELIPE,R,180",JD. REIMBERG,59280345.000000,4845000,6149731.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
855,327692.94,7372553.90,355030830000098,3550308005284,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MARIA ANTONIETA FERREIRA DE BARROS,D-PS","ANTONIO FELIPE,R,180",JD. REIMBERG,59280345.000000,4845000,4050282.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
856,326444.82,7383932.03,355030871000012,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,"JOSE SYLVIO DE CAMARGO,DR-PS (STO AMARO)","ADOLFO PINHEIRO,AV,805",SANTO AMARO,55231711.000000,4733100.000000,2752107.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
857,322498.84,7390701.89,355030812000118,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,"CAETANO VIRGILIO NETO,DR-PS BANDEIRANTES","AUGUSTO FARINHA,R,1125",JD. PINHEIROS,37316018.000000,5594001,2027100.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
858,324166.96,7395918.40,355030802000062,3550308005106,2,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,"JOAO CATARIN MEZOMO,PROF-PS LAPA","QUEIROS FILHO,AV,313",PQ. DA LAPA,30224122.000000,5319000,2082837.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
859,327527.55,7401214.62,355030829000016,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,VINTE E UM DE JUNHO-PS (FREGUESIA DO O),"JOAO PAULO I,AV,421",FREGUESIA DO O,39755866.000000,2738000,2029189.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
860,322362.81,7410707.54,355030861000051,3550308005242,61,PERUS,1,PERUS,Norte,Norte 2,PERUS-PS,"JULIO DE OLIVEIRA,R,80",V FLAMENGO,39171242.000000,5201070,4050169.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
861,336009.52,7385424.02,355030868000350,3550308005088,68,SACOMA,13,IPIRANGA,Sul,Sul 1,"AUGUSTO G MATOS,DR-PS","JULIO FELIPE GUEDES,R,200",V DAS MERC-S,69468294.000000,4174040,2037971.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
862,331254.07,7396695.76,355030869000010,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,"ALVARO DINO DE ALMEIDA,DR-PS BARRA FUNDA","VITORINO CARMILO,R,717",CAMPOS ELISEOS,38265666.000000,1153000.000000,4050320.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
863,333935.56,7398854.18,355030870000060,3550308005064,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,"LAURO RIBAS BRAGA,DR-PS (SANTANA)","VOLUNTARIOS DA PATRIA,R,943",SANTANA,62213682.000000,2011000,2071495.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
864,338966.86,7398325.42,355030889000005,3550308005035,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,V MARIA BAIXA-PS,"HUGO BRANDI,ENG,PCA,15",PQ. NOVO MUNDO,69544536.000000,2168050,2075407.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
865,355936.64,7397362.69,355030896000044,3550308005259,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,JULIO TUPY-PS,"SERRA DA QUEIMADA,R,800",PQ. GUAIANAZES,61351821.000000,8431640,2069032.000000,1,Municipal,41,PRONTO SOCORRO GERAL,6,URGENCIA/ EMERGENCIA,0,,,
866,318327.81,7384231.16,355030817000129,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD MITSUTANI-SAE DST/AIDS,"XISTO TEUBER,FREI,R, 50",JD. MITSUTANI,58419020.000000,5791080,2069644.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
867,326200.69,7376765.34,355030823000169,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CIDADE DUTRA - SAE DST/AIDS,"CRISTINA DE VASCONCELOS CECCATO,R,109",CIDADE DUTRA,56668301.000000,4809080,4049802.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
868,322020.97,7392749.90,355030867000216,3550308005184,67,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,BUTANTA-SAE DST/AIDS,"CORIFEU DE AZEVEDO MARQUES,AV,3596",BUTANTA,37681523.000000,,2786699.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
869,346797.13,7388180.26,355030876000327,3550308005157,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,BETINHO - SAE DST/AIDS,"VILANOVA ARTIGAS,ARQ,AV,515",JD SAPOPEMBA,67047095.000000,3928240,2774755.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
870,332403.12,7396641.72,355030869000100,3550308005014,69,SANTA CECILIA,9,SE,Centro,Centro,CAMPOS ELISEOS-SAE DST/AIDS,"CLEVELAND,R,374",CAMPOS ELISEOS,33311216.000000,1218000.000000,2786702.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
871,336763.70,7389472.95,355030834000055,3550308005084,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,JOSE FRANCISCO DE ARAUJO-SAE DST/AIDS IPIRANGA,"GONCALVES LEDO,R,606",IPIRANGA,22735073.000000,4216030.000000,2752131.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
872,333595.46,7401672.73,355030870000111,3550308005065,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,MARCOS LOTEMBERG-SANTANA SAE DST/AIDS,"LUIS LUSTOSA DA SILVA,DR,R,339",MANDAQUI,69777739.000000,2406040,2752158.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
873,349831.48,7394361.69,355030824000108,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER II-SAE DST/AIDS,"MEDIO IGUACU,R,86",CIDADE LIDER,67480255.000000,8285130,2752115.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
874,346275.61,7399007.34,355030864000071,3550308005142,64,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,FIDELIS RIBEIRO- SAE DST/AIDS,"PEIXOTO,R,100",V BUENOS AYRES,66210217.000000,3627010,2752123.000000,1,Municipal,43,SERVICO DE ATENDIMENTO ESPECIALIZADO EM  DST/AIDS,8,UNIDADES DST/AIDS,0,,,
875,356113.98,7392835.77,355030825000009,3550308005269,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CASA SER-MARIA AUXILIADORA LARA BARCELOS,"GUILHERME DE ABREU SOBRE,DR,R,485",CIDADE TIRADENTES,65557090.000000,8490110,3008681.000000,1,Municipal,13,CENTRO DE ATENCAO SAUDE SEXUAL REPRODUTIVA,1,AMBULATORIOS ESPECIALIZADOS,0,,,
876,322916.61,7385356.04,355030883000021,3550308005176,83,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,SENESP-SERV DE NEFROLOGIA DE SP,"CLARINDO,R,59",VILA ANDRADE,37712203.000000,,2071991.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
877,328635.60,7396809.24,355030860000121,3550308005055,60,PERDIZES,8,LAPA,Oeste,Oeste,NEPHRON ASS. NEFROLOGICA S/C LTDA,"VENANCIO AIRES,R,52",PERDIZES,36761046.000000,5024030,2032228.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
878,331322.22,7384666.36,355030815000079,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CENTRO ASSISTENCIAL CRUZ DE MALTA,"ORLANDO MURGEL,R,161",PQ JABAQUARA,55810944.000000,4358090,2028182.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
879,332553.78,7384604.92,355030838000089,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,ENESP EQUIPE NEFROLOGICA,"ARMANDO DE ARRUDA PEREIRA,AV,ENG.1474",JABAQUARA,50145000.000000,04308001,2071282.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
880,331137.16,7387606.88,355030877000154,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,COLSAN-SOC BENEF COLETA DE SANGUE,"JANDIRA,AV,1260",INDIANOPOLIS,2403535.000000,4080006,2088932.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
881,331415.39,7390902.62,355030832000012,3550308005049,32,MOEMA,12,VILA MARIANA,Sul,Sul 1,NEFROCOR EURO SERVICOS MEDICOS,"ASTOLFO DE ARAUJO,DR,R,531",VILA MARIANA,55753958.000000,4012070,2048108.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
882,330614.80,7392689.92,355030845000040,3550308005023,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,CETENE-CLINICA NEFROLOGIA,"NOVE DE JULHO,AV,3134",JD PAULISTA,38849599.000000,1406000,2058553.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
883,331497.67,7394322.67,355030807000132,3550308005009,7,BELA VISTA,9,SE,Centro,Centro,UNTR UNID DE NEFROLOGIA E TRANSPLANTE RENAL-CE,"CANECA,FREI, 351",CONSOLACAO,32555404.000000,,2089343.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
884,334473.20,7392872.76,355030814000022,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,CENED-CENTRO DE NEFRO/DIALISE LTDA,"LINS DE VASCONCELOS,AV,356",CAMBUCI,3484334.000000,1538000,2698889.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
885,330718.36,7397065.81,355030869000038,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,INST DE MED SOC E DE CRIMINOLOGIA-IMESC,"BARRA FUNDA,R,824",BARRA FUNDA,36624661.000000,,2091402.000000,2,Estadual,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
886,333819.87,7401557.43,355030870000111,3550308005065,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,NEFROLOGIA/DIALISE/TRANSPLANTE-CLINICA,"VOLUNTARIOS DA PATRIA,R, 3693",SANTANA,69773957.000000,2010200,2090147.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
887,334762.90,7400989.18,355030870000080,3550308005064,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,NEFROS SOCIEDADE CIVIL LTDA,"CARLOS CAMARGO ARANHA,R,10",JD S PAULO,69730887.000000,2039090,2057077.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
888,335881.47,7401577.41,355030882000062,3550308005066,82,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 1,CENENORTE-CLINICA NEFROLOGICA,"ATALIBA LEONEL,GAL,AV,3254",CARANDIRU,69497779.000000,2340000,2091372.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
889,341752.58,7397168.20,355030859000116,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,CENUPE-CLINICA NEFROLOGICA,"ARNALDO VALARDI PORTILHO,R,90",PENHA,69429795.000000,,2091615.000000,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,2,APOIO DIAGNOSTICO,0,,,
890,333861.28,7398874.93,355030870000060,3550308005064,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,CENTRO DE CONTROLE DE ZOONOSES-SANTANA,"EUL?LIA,STA,R,86",SANTANA,62219755.000000,02031020,2042738.000000,1,Municipal,50,CENTRO DE CONTROLE DE ZOONOSES CCZ,4,VIGILANCIA EM SAUDE,0,,,
891,329656.09,7394001.98,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,ADOLFO LUTZ - INSTITUTO,"ARNALDO,  AV,DR, 355",CONSOLACAO,30857022.000000,1246902,2091364,2,Estadual,34,INSTITUTO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
892,333301.94,7401945.84,355030870000111,3550308005065,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,CENTRO DE REFERENCIA DO IDOSO - ZONA NORTE DE SAO PAULO,"AUGUSTO TOLLE,R, 978",MANDAQUI,69785655.000000,5004000,3444538,2,Estadual,17,UNIDADE DE REFERENCIA SAUDE DO IDOSO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
893,332576.71,7394990.83,355030866000003,3550308005003,66,REPUBLICA,9,SE,Centro,Centro,CENTRO REFERENCIA SAUDE TRABALHADOR-CEREST,"CRISPINIANO,CONS,20",CENTRO,32599075.000000,01037000,3389790,2,Estadual,22,CENTRO REFERENCIA DE SAUDE DO TRABALHADOR,1,AMBULATORIOS ESPECIALIZADOS,0,,,
894,333758.28,7389926.15,355030890000008,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,DIVISAO DE MEDICINA DE REABILITACAO/ HOSP DAS CLINICAS,"DIDEROT,R,43",VILA MARIANA,55490111.000000,4116030,2070359,2,Estadual,20,CENTRO DE REABILITACAO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
895,331820.53,7392492.63,355030890000205,3550308005022,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,PASTEUR - INSTITUTO,"PAULISTA,AV,393",CERQUEIRA CESAR,32880088.000000,1311000,2032759,2,Estadual,34,INSTITUTO,1,AMBULATORIOS ESPECIALIZADOS,0,,,
897,333132.38,7385419.07,355030838000189,3550308005093,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,JABAQUARA - SUVIS,"ABRAAO MIGUEL DO CARMO,R,73",V. GUARANI,50170011.000000,4306090.000000,2815486.000000,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
898,331065.50,7401098.38,355030821000026,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,CASA VERDE/CACHOEIRINHA - SUVIS,"ARMANDO COELHO DA SILVA,R,882",CASA VERDE,62392907.000000,2539000.000000,2752409,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
899,333048.79,7382447.22,355030838000156,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,JD LOURDES - UBS,"ARMANDO DE ARRUDA PEREIRA,ENG,AV, 4004",JABAQUARA,50213432.000000,4325000.000000,5120780.000000,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
900,329493.87,7394052.92,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,LABORATORIO INVESTIGACAO MEDICA - HOSP DAS CLINICAS,"ARNALDO,DR,AV,455, 2¼ A, SALA 2318",CERQUEIRA CESAR,30851234.000000,1246903.000000,2034433.000000,2,Estadual,35,LABORATORIO,2,APOIO DIAGNOSTICO,0,,,
901,326563.95,7375638.27,355030823000021,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,SOCORRO - SUVIS,"CASSIANO DOS SANTOS,R,499",RIO BONITO,56678800.000000,4827110.000000,2815559,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
902,326402.68,7397154.76,355030848000104,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA - SUVIS,"CATAO,R,611",V. ROMANA,38682129.000000,5049000.000000,2086778.000000,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
903,326361.38,7400168.73,355030829000023,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O/BRASILANDIA - SUVIS,"CHICO DE PAULA,R,238",FREGUESIA DO O,39354249.000000,2926000.000000,2752441,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
904,326228.24,7370100.14,355030830000083,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CHACARA DO CONDE - UBS,"CONSTELACAO DO ESQUADRO,R,5",JD. CAMPINAS,59386611.000000,4858010.000000,3992101,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
905,330592.65,7379600.10,355030822000340,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,SAO JORGE - UBS (CIDADE ADEMAR),"EDUARDO PEREIRA RAMOS,AV,810",JD. DOMIITLA,56113572.000000,04432-000,3996115,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
907,329516.14,7393823.70,355030845000125,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,FUNDACAO PRO SANGUE - HEMOCENTRO DE S?O PAULO,"ENEAS DE CARVALHO AGUIAR,155, 1¬ A",CERQUEIRA CESAR,30615444.000000,5403000.000000,2088789.000000,2,Estadual,29,HEMOCENTRO,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS ,0,,,
908,355252.48,7393212.98,355030825000239,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,FAZENDA DO CARMO - AMA,"FRANCISCO CARDOSO JR,R,10",CIDADE TIRADENTES,65567600.000000,8421105.000000,6135757.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
909,355252.48,7393212.98,355030825000239,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,FAZENDA DO CARMO - UBS,"FRANCISCO CARDOSO JR,R,10",CIDADE TIRADENTES,65567600.000000,8421105.000000,3738663,1,Municipal,45,UNIDADE BASICA DE SAUDE,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0,,,
910,332590.59,7389489.62,355030890000094,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,PROJETO QUIXOTE - CAPS ad,"FRANCISCO DE CASTRO,PROF,R,92",VILA CLEMENTINO,55719476.000000,04020050,37630752.000000,3,Federal,10,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,3,SAUDE MENTAL,0,,,
911,338561.33,7403478.13,355030839000014,3550308005070,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,JACANA/TREMEMBE - SUVIS,"FRANCISCO RODRIGUES,R,435",JACANA,62433915.000000,2259000.000000,4050339,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,4,VIGILANCIA EM SAUDE,0,,,
912,341674.72,7397323.85,355030859000135,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,MAURICE PATE - AMA,"GERMANO,FREI,R,50",PENHA,61975802.000000,3604050.000000,5268125.000000,1,Municipal,4,ASSISTÊNCIA MÉDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0,,,
