ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,SA_CLASSE,CLASSE,LEITOS
746,334481.53,7392822.24,355030814000022,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,CENED-CENTRO DE NEFRO/DIALISE LTDA,"LINS DE VASCONCELOS,AV,356",CAMBUCI,3484334,1538000,2698889,4,Privado,48,UNIDADE DE APOIO DIAGNOSE E TERAPIA,,,2,APOIO DIAGNOSTICO,0
747,333868.66,7398908.57,355030870000060,3550308005064,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,CENTRO DE CONTROLE DE ZOONOSES-SANTANA,"EULALIA,STA,R,86",SANTANA,62219755,2031020,2042738,1,Municipal,50,CENTRO DE CONTROLE DE ZOONOSES,,,4,VIGILANCIA EM SAUDE,0
748,329676.49,7393986.38,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,ADOLFO LUTZ - INSTITUTO,"ARNALDO,  AV,DR, 355",CONSOLACAO,30857022,1246902,2091364,2,Estadual,34,INSTITUTO,,,1,AMBULATORIOS ESPECIALIZADOS,0
749,333235.43,7401928.69,355030870000111,3550308005065,70,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 1,CENTRO DE REFERENCIA DO IDOSO - ZONA NORTE DE SÃO PAULO,"AUGUSTO TOLLE,R, 978",MANDAQUI,69785655,5004000,3444538,2,Estadual,17,CENTRO DE REFERENCIA SAUDE DO IDOSO,,,1,AMBULATORIOS ESPECIALIZADOS,0
750,332565.03,7394994.01,355030866000003,3550308005003,66,REPUBLICA,9,SE,Centro,Centro,CENTRO REFERENCIA SAUDE TRABALHADOR-CEREST,"CRISPINIANO,CONS,20",CENTRO,32599075,1037000,3389790,2,Estadual,22,CENTRO DE REFERENCIA DE SAUDE DO TRABALHADOR,,,1,AMBULATORIOS ESPECIALIZADOS,0
751,333718.68,7389926.47,355030890000008,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,DIVISÃO DE MEDICINA DE REABILITAÇÃO/ HOSP DAS CLÍNICAS,"DIDEROT,R,43",VILA MARIANA,55490111,4116030,2070359,2,Estadual,20,CENTRO DE REABILITAÇÃO,,,1,AMBULATORIOS ESPECIALIZADOS,0
752,331952.65,7392481.85,355030807000055,3550308005010,7,BELA VISTA,9,SE,Centro,Centro,PASTEUR - INSTITUTO,"PAULISTA,AV,393",CERQUEIRA CESAR,32880088,1311000,2032759,2,Estadual,34,INSTITUTO,,,1,AMBULATORIOS ESPECIALIZADOS,0
753,333096.95,7385367.71,355030838000187,3550308005093,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,JABAQUARA - SUVIS,"ABRAAO MIGUEL DO CARMO,R,73",V. GUARANI,50170011,4306090,2815486,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
754,330613.53,7397759.70,355030806000026,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,ALEXANDRE VRANJAC (ESCOLA BARRA FUNDA) - CS,"ABRAHAO RIBEIRO,283",BARRA FUNDA,32924501,1133020,3913007,2,Estadual,18,CENTRO DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
755,331036.11,7401086.30,355030821000026,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,CASA VERDE/CACHOEIRINHA - SUVIS,"ARMANDO COELHO DA SILVA,R,882",CASA VERDE,,,2752409,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
756,333067.68,7382507.47,355030838000155,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,JD LOURDES - UBS,"ARMANDO DE ARRUDA PEREIRA,ENG,AV, 4004",JABAQUARA,,4325000,5120780,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
757,329541.88,7394041.74,355030845000171,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,LABORATÓRIOS INVESTIGAÇAO MEDICA - Hosp das Clínicas,"ARNALDO,DR,AV,455, 2? A, SALA 2318",CERQUEIRA CESAR,30851234,1246903,2034433,2,Estadual,35,LABORATORIO,,,2,APOIO DIAGNOSTICO,0
758,326563.95,7375638.27,355030823000021,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,SOCORRO - SUVIS,"CASSIANO DOS SANTOS,R,499",RIO BONITO,,4827110,2815559,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
759,326376.21,7397165.52,355030848000003,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA - SUVIS,"CATAO,R,611",V. ROMANA,38682129,5049000,2086778,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
760,326346.27,7400150.72,355030829000023,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O/BRASILANDIA - SUVIS,"CHICO DE PAULA,R,238",FREGUESIA DO O,,,2752441,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
761,326149.49,7370096.09,355030830000409,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CHACARA DO CONDE - UBS,"CONSTELACAO DO ESQUADRO,R,5",JD. CAMPINAS,,,3992101,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
762,330580.34,7379658.99,355030822000295,3550308005167,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,SAO JORGE - UBS (CIDADE ADEMAR),"EDUARDO PEREIRA RAMOS,AV,810",JD. DOMIITLA,56113572,,3996115,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
763,329516.14,7393823.70,355030845000125,3550308005025,45,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,FUNDAÇÃO PRÓ SANGUE - HEMOCENTRO DE SÃO PAULO,"ENÉAS DE CARVALHO AGUIAR,155, 1° A",CERQUEIRA CESAR,30615444,5403000,2088789,2,Estadual,29,HEMOCENTRO,,,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
764,355275.57,7393345.10,355030825000315,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,FAZENDA DO CARMO - UBS,"FRANCISCO CARDOSO JR,R,10",CIDADE TIRADENTES,,,3738663,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
765,332628.06,7389470.67,355030890000094,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,PROJETO QUIXOTE - CAPS ad,"FRANCISCO DE CASTRO,PROF,R,92",VILA CLEMENTINO,55719476,4020050,37630752,3,Federal,10,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,,,3,SAUDE MENTAL,0
766,338611.49,7403468.82,355030839000014,3550308005070,39,JACANA,6,JACANA-TREMEMBE,Norte,Norte 1,JACANA/TREMEMBE - SUVIS,"FRANCISCO RODRIGUES,R,435",JACANA,,,4050339,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
767,341661.97,7397294.59,355030859000134,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,MAURICE PATE - AMA,"GERMANO,FREI,R,50",PENHA,61975802,3604050,5268125,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
768,351513.29,7396290.73,355030837000019,3550308005202,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA/CIDADE LIDER - SUVIS,"GREGORIO RAMALHO,R,103",V. CARMOSINA,,,2815478,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
769,355765.73,7395545.73,355030831000035,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GUAIANASES - SUVIS,"HIPOLITO DE CAMARGO,R,180",V. LOURDES,,,3019926,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
770,357601.56,7399780.26,355030836000063,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ITAIM PAULISTA/CURUCA - SUVIS,"JOAO CARLOS LEITE PENTEADO,R,140",ITAIM PAULISTA,,,2752476,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
771,322418.77,7382899.85,355030846000229,3550308005229,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD CELESTE - UBS,"JOAO FERNANDES CAMISA NOVA JR.,R,865",JD CELESTE,58178387,4913120,5079454,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
772,347647.90,7387918.61,355030876000172,3550308005209,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,JD SAPOPEMBA-UBS,"JOAO LOPES DE LIMA,R,1151",JD SAPOPEMBA,61196305,3975130,2787822,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
773,332020.24,7389142.72,355030877000177,3550308005047,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,APAE SÃO PAULO,"LOEFGREEN,R,2109",V. CLEMENTINO,50807005,4040033,2091593,4,Privado,5,ASSOCIAÇÃO PAIS AMIGOS EXCEPCIONAIS,,,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
774,355435.95,7393891.54,355030831000131,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GUAIANASES- CEO,"MACABU,R,35",JD. SAO CARLOS,25577021,8411470,0,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,,,1,AMBULATORIOS ESPECIALIZADOS,0
775,357600.24,7389705.15,355030825000161,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES - SUVIS,"MANUEL MOSCOSO,R,15",CIDADE TIRADENTES,,,3355020,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
776,335889.43,7390415.51,355030834000001,3550308005084,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA/SACOMA - SUVIS,"MARCHETTI,PE,R,557",IPIRANGA,,,2752468,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
777,329949.19,7382912.20,355030822000185,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,CIDADE ADEMAR - SUVIS,"MARIA CUOFONO SALZANO,R,185",JD. SANTO ANTONINHO,,,2086786,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
778,347977.31,7390291.35,355030873000102,3550308005154,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SAO MATEUS - CENTRO DIAGNOSTICO IMAGEM,"MATEO BEI,R,838",SAO MATEUS,69190697,,3219852,1,Municipal,15,CENTRO DE DIAGNOSTICO POR IMAGEM,,,2,APOIO DIAGNOSTICO,0
779,343589.44,7398777.37,355030818000154,3550308005073,18,CANGAIBA,21,PENHA,Leste,Leste 1,CHÁCARA CRUZEIRO DO SUL - UBS,"MERCEDES LOPES,R,989",CHÁCARA CRUZEIRO DO SUL,66470031,3614000,3738736,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
780,320558.42,7385904.17,355030817000055,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD OLINDA - UBS,"PEDRO RODRIGUES MARQUES,R, 131/135",JD. ANA MARIA,,,3956946,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
781,349559.21,7400298.56,355030828000084,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO - SUVIS,"RODRIGO DE BRUM,AL,1989",V. PARANAGUA,29439944,,2752433,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
782,332405.76,7381197.49,355030822000166,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V CLARA - UBS,"ROLANDO CURTI,R,701",V. CLARA,,,3708411,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
783,351923.20,7388362.51,355030833000072,3550308005306,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD CONQUISTA III-UBS,"SOMOS TODOS IGUAIS,R, 330",S?O MATEUS,67342079,8343000,3738647,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
784,336895.55,7394543.75,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,CITY JARAGUA - UBS,"TAIPAS,ESTR, DE (ESQ. R PAULO ARENTINO)1648",JARAGUA,,,3738582,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
785,336895.55,7394543.75,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA - SUVIS,"TAQUARI,549,1? AND",MOOCA,66920331,3166000,2789337,1,Municipal,44,SUPERVISAO DE VIGILANCIA EM SAUDE,,,4,VIGILANCIA EM SAUDE,0
786,358441.64,7401549.15,355030836000202,3550308005250,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,TEXIMA -AE,"TITO, MAL,AV,6577",ITAIM PAULISTA,,,3758834,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,,,1,AMBULATORIOS ESPECIALIZADOS,0
787,319127.14,7380834.93,355030819000016,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPÃO REDONDO - AMA ESPECIALIDADES,"SANTANA,COM,AV,774",JD. BOA ESPERANCA,58742846,5666000,0,1,Municipal,49,AMA ESPECIALIDADES,,,1,AMBULATORIOS ESPECIALIZADOS,0
788,319127.14,7380834.93,355030819000016,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPÃO REDONDO - NÚCLEO INTEGRADO DE REABILITAÇÃO (NIR),"SANTANA,COM,AV,774",JD. BOA ESPERANCA,58732928,5866000,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
789,319501.13,7385577.55,355030817000007,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD PIRAJUSSARA- NÚCLEO INTEGRADO DE REABILITAÇÃO (NIR),"AMADEU DA SILVA SAMELO,R,423",JARDIM MARTINICA,58436257,5760140,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
790,319501.13,7385577.55,355030817000007,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD PIRAJUSSARA-NÚCLEO INTEGRADO SAÚDE AUDITIVA (NISA),"AMADEU DA SILVA SAMELO,R,423",JARDIM MARTINICA,58436257,5760140,0,1,Municipal,55,NUCLEO INTEGRADO DE  SAUDE AUDITIVA,,,1,AMBULATORIOS ESPECIALIZADOS,0
791,320880.41,7382523.59,355030846000221,3550308005229,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,M'BOI MIRIM - CEO,"MANUEL BORDALO PINHEIRO,R,100",PQ SANTO ANTONIO,55114229,5850230,0,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,,,1,AMBULATORIOS ESPECIALIZADOS,0
792,320809.29,7403995.60,355030842000150,3550308005185,42,JARAGUA,2,PIRITUBA,Norte,Norte 2,ALDEIA JARAGUA - KWARAY DJEKUPE-UBS,"ESTRADA TURÍSTICA DO JARAGUÁ,3750",JARAGUÁ,39413457,5754071,5357861,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
793,321524.45,7383551.94,355030846000263,3550308005229,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CAMPO LIMPO-AMA,"TEREZA MOUCO DE OLIVEIRA,R,S/Nº",JD. SÃO LUIZ,55124537,5846420,0,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
794,321981.12,7383028.97,355030846000227,3550308005229,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,BRASÍLIA - M'BOI UBS,"MAPORÉ,R,352",JD. SÃO LUIZ,55118717,5846390,5313902,1,Municipal,45,UNIDADE BASICA DE SAUDE,,,5,UBS/POSTO DE SAUDE/CENTRO DE SAUDE,0
795,322209.64,7382412.50,355030846000093,3550308005224,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD SÃO LUÍS - AMA ESPECIALIDADES,"LUIS ANTONIO VERNEY,R,98",JD SÃO LUIS,55111153,5846380,0,1,Municipal,49,AMA DE ESPECIALIDADES,,,1,AMBULATORIOS ESPECIALIZADOS,0
796,322380.39,7410631.77,355030861000051,3550308005242,61,PERUS,1,PERUS,Norte,Norte 2,PERUS - NIR (NÚCLEO INTEG REABILITAÇÃO),"JULIO DE OLIVEIRA,R,80",V FLAMENGO,39171263,5201070,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
797,322986.68,7381815.77,355030846000047,3550308005225,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD IBIRAPUERA - NISA (NÚCLEO INTEG SAÚDE AUDITIVA),"PHILIPE DE VITRY,R,280",JD SANTA JOSIFINA,58947251,5819080,0,1,Municipal,55,NUCLEO INTEGRADO DE  SAUDE AUDITIVA,,,1,AMBULATORIOS ESPECIALIZADOS,0
798,323191.49,7390439.37,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,BUTANTÃ - CEO,"JOAO GUERRA,R,247",JD. PERI PERI,37429513,5335100,0,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,,,1,AMBULATORIOS ESPECIALIZADOS,0
799,323191.49,7390439.37,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JARDIM PERI-PERI - NIR (NÚCLEO INTEGRADO REABILITAÇÃO),"JOAO GUERRA,R,247",JD. PERI PERI,37420552,5335100,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
800,323191.49,7390439.37,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JARDIM PERI-PERI - NISA (NÚCLEO INTEGRADO SAÚDE AUDITIVA),"JOAO GUERRA,R,247",JD. PERI PERI,37420552,5335100,0,1,Municipal,55,NUCLEO INTEGRADO DE  SAUDE AUDITIVA,,,1,AMBULATORIOS ESPECIALIZADOS,0
801,323895.54,7402041.71,355030863000002,3550308005113,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,"JOSE SOARES HUNGRIA,DR -  AMA PIRITUBA","MENOTTI LAUDIZIO,AV,100",PIRITUBA,39747000,2945000,0,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
802,323895.54,7402041.71,355030863000002,3550308005113,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,PIRITUBA - NISA (NÚCLEO INTEG SAÚDE AUDITIVA),"MENOTTI LAUDIZIO,AV,100",PIRITUBA,39748539,2945000,0,1,Municipal,10,CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS,,,3,SAUDE MENTAL,0
803,324474.34,7407231.39,355030842000177,3550308005188,42,JARAGUA,2,PIRITUBA,Norte,Norte 2,UNIAO DAS VILAS DE TAIPAS - NIR (NÚCLEO INTEG REABILITAÇÃO),"ELISIO TEIXEIRA LEITE,AV,7703",PARADA DE TAIPAS,39712432,2710000,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
804,326173.85,7375429.48,355030823000019,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM CLIPER - NIR (NÚCLEO INTEGRADO REABILITAÇÃO),"CARLOS PEZZOLO,DR,S/N",PQ ESMERALDA,59285703,4828070,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
805,326309.21,7397570.87,355030848000107,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA - URSI (UNIDD REF SAÚDE IDOSO),"ROMA,R,466",LAPA,36752464,,0,1,Municipal,17,CENTRO DE REFERENCIA SAUDE DO IDOSO,,,1,AMBULATORIOS ESPECIALIZADOS,0
806,326335.44,7400901.74,355030829000008,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,JD JABAQUARA - NIR (NÚCLEO INTEG REABILITAÇÃO),"PETRONIO PORTELA,MIN,AV,663",FREGUESIA DO O,39752135,2959000,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
807,328169.34,7371815.92,355030830000013,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MILTON ALDRED,DR-NISA (NÚCLEO INTEGRADO SAÚDE AUDITIVA)","SAO CAETANO DO SUL,R,381",GRAJAU,59322015,4840230,0,1,Municipal,55,NUCLEO INTEGRADO DE  SAUDE AUDITIVA,,,1,AMBULATORIOS ESPECIALIZADOS,0
808,327932.24,7396500.18,355030860000092,3550308005055,60,PERDIZES,8,LAPA,Oeste,Oeste,DR. FERNANDO RAMIRES CRUZ - NIR (NÚCLEO INTEGR REABILITAÇÃO),"COTOXO,R,664",V  POMPEIA,38652213,5021000,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
809,327932.24,7396500.18,355030860000092,3550308005055,60,PERDIZES,8,LAPA,Oeste,Oeste,DR. FERNANDO RAMIRES CRUZ - NISA (NÚCLEO INTEGR SAÚDE AUDITIVA),"COTOXO,R,664",V  POMPEIA,38652213,5021000,0,1,Municipal,55,NUCLEO INTEGRADO DE  SAUDE AUDITIVA,,,1,AMBULATORIOS ESPECIALIZADOS,0
810,327961.47,7403030.77,355030811000289,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,"MARIA CECILIA F DONNANGELO,PROFA -NIR (NÚCLEO INTEG REABILITAÇÃO)","RUI DE MORAIS APOCALIPSE,R,2",BRASILANDIA,39217759,2842260,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
811,330054.85,7399094.24,355030821000087,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,CASA VERDE BAIXA -NISA (NÚCLEO INTEGRADO SAÚDE AUDITIVA),"MOURAO VIEIRA,R,11",CASA VERDE,38588593,2518020,0,1,Municipal,55,NUCLEO INTEGRADO DE  SAUDE AUDITIVA,,,1,AMBULATORIOS ESPECIALIZADOS,0
812,330718.87,7378387.13,355030858000063,3550308005213,58,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CESAR ANTUNES DA ROCHA - NIR PEDREIRA (NÚCLEO INTEG REABIL),"CORREGO AZUL,R,433",PEDREIRA,56116444,4463010,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
813,331332.62,7396587.35,355030869000001,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,"HUMBERTO PASCALI,DR STA CECILIA -NIR (NÚCLEO INTEG REABILITAÇÃO)","VITORINO CARMILO,R,599",CAMPOS ELISEOS,38260096,1153000,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
814,331332.62,7396587.35,355030869000001,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,SE - URSI (UNIDADE REFERÊNCIA SAÚDE IDOSO),"VITORINO CARMILO,R,599",CAMPOS ELISEOS,38260096,1153000,0,1,Municipal,17,CENTRO DE REFERENCIA SAUDE DO IDOSO,,,1,AMBULATORIOS ESPECIALIZADOS,0
815,331332.62,7396587.35,355030869000001,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,"HUMBERTO PASCALI,DR STA CECILIA -NISA (NÚCLEO INTEG SAÚDE AUDITIVA)","VITORINO CARMILO,R,599",CAMPOS ELISEOS,38260096,1153000,0,1,Municipal,55,NUCLEO INTEGRADO DE  SAUDE AUDITIVA,,,1,AMBULATORIOS ESPECIALIZADOS,0
816,332058.39,7385863.71,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,DR ALEXANDRE KALIL YASBEK - AE CECI,"CECI,AV,2235",PLANALTO PAULISTA,22751999,40605004,0,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,,,1,AMBULATORIOS ESPECIALIZADOS,0
817,332058.39,7385863.71,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,DR ALEXANDRE KALIL YASBEK - NIR CECI (NÚCLEO INTEG REABIL),"CECI,AV,2235",PLANALTO PAULISTA,22751999,4065004,0,1,Municipal,39,NUCLEO INTEGRADO DE REABILITACAO,,,1,AMBULATORIOS ESPECIALIZADOS,0
818,332058.39,7385863.71,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,DR ALEXANDRE KALIL YASBEK - NISA CECI (NÚCLEO INTEG SAÚDE AUDITIVA),"CECI,AV,2235",PLANALTO PAULISTA,22751999,4065004,0,1,Municipal,55,NUCLEO INTEGRADO DE  SAUDE AUDITIVA,,,1,AMBULATORIOS ESPECIALIZADOS,0
819,332194.48,7383128.30,355030838000337,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"ARTHUR RIBEIRO SABOYA,DR-AMA (JABAQUARA)","DALTRO FILHO,GAL,AV,S/Nº",JABAQUARA,50135300,,0,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,,,6,URGENCIA/EMERGENCIA,0
820,332995.03,7383255.78,355030838000094,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,JABAQUARA - CEO,"ARMANDO ARRUDA PEREIRA,AV,ENG.2944",V DO ENCONTRO,55882366,4308001,0,1,Municipal,24,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,,,1,AMBULATORIOS ESPECIALIZADOS,0
